codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
46110;46110;INCIDENTE;GOIÂNIA;GO;SBGO;03/07/2012;09:01:00;0
46156;46156;INCIDENTE;GOIÂNIA;GO;SBGO;03/07/2012;11:55:00;0
46095;46095;ACIDENTE;NOVA;UBIRATÃ;BRASIL;****;04/07/2012;NULL
46093;46093;ACIDENTE;ESPINOSA;MG;****;06/07/2012;13:50:00;2
46157;46157;INCIDENTE;PORTO;ALEGRE;BRASIL;****;06/07/2012;NULL
46161;46161;INCIDENTE;GUARULHOS;SP;****;06/07/2012;09:30:00;0
46094;46094;ACIDENTE;ALTO;GARÇAS;BRASIL;****;07/07/2012;2013-11-27
46178;46178;ACIDENTE;GENERAL;CARNEIRO;BRASIL;****;07/07/2012;RAI
46092;46092;ACIDENTE;BOITUVA;SP;****;09/07/2012;17:00:00;7
46105;46105;INCIDENTE;CAMPINAS;SP;SBKP;09/07/2012;22:55:00;0
46196;46196;INCIDENTE;OSÓRIO;RS;SSOS;09/07/2012;12:00:00;0
46098;46098;INCIDENTE;BELO;HORIZONTE;BRASIL;****;10/07/2012;NULL
46159;46159;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;11/07/2012;NULL
46305;46305;ACIDENTE;SÃO;PAULO;BRASIL;****;11/07/2012;2012-08-15
46152;46152;ACIDENTE;ANGRA;DOS;RJ;BRASIL;****;SIM
46154;46154;INCIDENTE;***;UBERABA;BRASIL;SBUR;12/07/2012;2015-02-09
46160;46160;INCIDENTE;CARAUARI;AM;****;13/07/2012;11:40:00;0
46189;46189;INCIDENTE;SÃO;PAULO;BRASIL;****;13/07/2012;NULL
46153;46153;ACIDENTE;UAUÁ;BA;****;14/07/2012;14:40:00;0
46190;46190;INCIDENTE;LONDRINA;PR;SBLO;15/07/2012;18:37:00;0
46179;46179;ACIDENTE;SANTA;FÉ;SUL;SP;BRASIL;A-178/CENIPA/2013
46191;46191;INCIDENTE;MACAÉ;RJ;SBME;16/07/2012;11:42:00;0
46653;46653;INCIDENTE;CAMPINAS;SP;****;17/07/2012;23:14:00;0
46671;46671;INCIDENTE;BOA;VISTA;BRASIL;SBBV;17/07/2012;NULL
46192;46192;INCIDENTE;DOURADOS;MS;SSDO;20/07/2012;10:02:00;0
46187;46187;INCIDENTE;-42.5038888889;BARRO;PI;BRASIL;****;SIM
46170;46170;ACIDENTE;BEBEDOURO;SP;SDBB;22/07/2012;16:00:00;2
46214;46214;INCIDENTE;MACAÉ;RJ;****;22/07/2012;19:21:00;0
46181;46181;INCIDENTE;-46.94361111;JUNDIAÍ;BRASIL;SBJD;23/07/2012;NULL
46193;46193;INCIDENTE;UIRAMUTÃ;RR;****;23/07/2012;13:20:00;0
46171;46171;ACIDENTE;MARICÁ;RJ;****;24/07/2012;19:15:00;0
46172;46172;ACIDENTE;RIO;DE;RJ;BRASIL;****;SIM
46194;46194;INCIDENTE;MACAÉ;RJ;****;24/07/2012;13:40:00;0
46210;46210;INCIDENTE;MACAÉ;RJ;****;25/07/2012;16:20:00;0
46211;46211;INCIDENTE;PARAUAPEBAS;PA;SBCJ;26/07/2012;17:20:00;0
46212;46212;INCIDENTE;CURITIBA;PR;SBCT;26/07/2012;23:10:00;0
46339;46339;ACIDENTE;CARAGUATATUBA;SP;****;26/07/2012;12:00:00;0
46173;46173;ACIDENTE;IPIGUÁ;SP;****;28/07/2012;16:30:00;NULL
46198;46198;INCIDENTE;PIRACICABA;SP;SDPW;28/07/2012;16:00:00;0
46202;46202;ACIDENTE;JUIZ;DE;MG;BRASIL;****;SIM
52060;52060;INCIDENTE;NAVIRAÍ;MS;SSNB;28/07/2012;19:00:00;0
46188;46188;INCIDENTE;***;JUNDIAÍ;BRASIL;SBJD;29/07/2012;NÃO
46195;46195;INCIDENTE;SÃO;PAULO;BRASIL;****;29/07/2012;NULL
46215;46215;INCIDENTE;MACAÉ;RJ;****;30/07/2012;16:15:00;0
46213;46213;INCIDENTE;CURITIBA;PR;****;31/07/2012;12:21:00;0
46201;46201;ACIDENTE;ALTO;ALEGRE;BRASIL;****;01/08/2012;2014-08-15
46217;46217;INCIDENTE;BRASÍLIA;DF;****;01/08/2012;10:33:00;0
46218;46218;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;01/08/2012;NULL
46200;46200;ACIDENTE;GOIÂNIA;GO;SBNV;02/08/2012;12:40:00;0
46216;46216;INCIDENTE;JUNDIAÍ;SP;SBJD;03/08/2012;20:00:00;0
46209;46209;INCIDENTE;***;ALTAMIRA;BRASIL;****;04/08/2012;2013-10-21
46522;46522;INCIDENTE;SOROCABA;SP;SDCO;04/08/2012;23:00:00;0
46199;46199;ACIDENTE;TEFÉ;AM;****;05/08/2012;15:00:00;3
46219;46219;INCIDENTE;BRASÍLIA;DF;SBBR;06/08/2012;22:02:00;4
46682;46682;INCIDENTE;SALVADOR;BA;SBSV;06/08/2012;12:15:00;0
46261;46261;ACIDENTE;PORTO;SEGURO;BRASIL;SBPS;08/08/2012;2014-06-09
46280;46280;INCIDENTE;\t-53.40583333\t;SÃO;RS;BRASIL;****;SIM
46299;46299;INCIDENTE;TATUÍ;SP;SDTF;08/08/2012;15:00:00;0
46300;46300;INCIDENTE;MOSSORÓ;RN;SBMS;08/08/2012;14:30:00;2
46681;46681;INCIDENTE;BELÉM;PA;SBBE;08/08/2012;22:59:00;0
52061;52061;INCIDENTE;MANAUS;AM;SBEG;08/08/2012;10:32:00;0
52062;52062;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
46281;46281;INCIDENTE;-60.0211111111;MANAUS;BRASIL;SWFN;10/08/2012;2014-10-02
46282;46282;INCIDENTE;-63.1311111111;COARI;BRASIL;SWKO;12/08/2012;2014-10-02
46298;46298;INCIDENTE;CASCAVEL;PR;SBCA;12/08/2012;18:00:00;0
46347;46347;INCIDENTE;JUNDIAÍ;SP;SBJD;12/08/2012;15:15:00;0
46260;46260;ACIDENTE;TARUMIRIM;MG;****;14/08/2012;19:50:00;1
46297;46297;INCIDENTE;CONFINS;MG;****;14/08/2012;18:22:00;0
46279;46279;INCIDENTE;***;ITÁPOLIS;BRASIL;SDIO;15/08/2012;NÃO
46672;46672;INCIDENTE;COARI;AM;SBUY;15/08/2012;20:33:00;0
52063;52063;INCIDENTE;CABO;FRIO;BRASIL;SBCB;15/08/2012;NULL
46253;46253;ACIDENTE;ATIBAIA;SP;SDTB;16/08/2012;14:45:00;0
46259;46259;ACIDENTE;CAMPINAS;SP;SDAM;17/08/2012;15:10:00;0
46263;46263;INCIDENTE;-43.37;RIO;JANEIRO;RJ;BRASIL;IG-540/CENIPA/2015
46336;46336;ACIDENTE;ATIBAIA;SP;****;17/08/2012;18:10:00;0
46345;46345;INCIDENTE;CAMPINAS;SP;SDAM;17/08/2012;15:05:00;0
46255;46255;ACIDENTE;SANTA;BÁRBARA;SP;BRASIL;****;DEFINIR
52064;52064;INCIDENTE;RIO;BRANCO;BRASIL;SBRB;18/08/2012;NULL
46258;46258;ACIDENTE;ITAQUAQUECETUBA;SP;****;19/08/2012;18:05:00;0
46301;46301;INCIDENTE;TERESINA;PI;SBTE;19/08/2012;09:40:00;0
46346;46346;INCIDENTE;SÃO;PAULO;BRASIL;****;19/08/2012;NULL
46256;46256;ACIDENTE;BELO;HORIZONTE;BRASIL;SBPR;20/08/2012;2017-05-02
46264;46264;INCIDENTE;***;COROMANDEL;BRASIL;****;20/08/2012;RAI
46302;46302;INCIDENTE;CASCAVEL;PR;SBCA;20/08/2012;16:55:00;0
46344;46344;INCIDENTE;BODOQUENA;MS;****;20/08/2012;05:50:00;0
46257;46257;ACIDENTE;JURUÁ;AM;****;21/08/2012;18:50:00;0
46348;46348;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;21/08/2012;NULL
46435;46435;ACIDENTE;PALMEIRA;PR;****;21/08/2012;20:15:00;3
46688;46688;INCIDENTE;LONDRINA;PR;SBLO;21/08/2012;23:00:00;0
46846;46846;ACIDENTE;RIO;DE;RJ;BRASIL;****;-0
46436;46436;ACIDENTE;ARAGUAÍNA;TO;****;22/08/2012;13:00:00;NÃO
46444;46444;ACIDENTE;PAUINI;AM;SWUI;22/08/2012;18:51:00;3
46349;46349;INCIDENTE;GOIÂNIA;GO;SBGO;23/08/2012;00:00:00;0
46296;46296;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;25/08/2012;NULL
46437;46437;ACIDENTE;ÁGUA;CLARA;BRASIL;****;25/08/2012;2013-12-30
46350;46350;INCIDENTE;BRASÍLIA;DF;SBBR;28/08/2012;18:30:00;0
46451;46451;INCIDENTE;-47.1080555556;CAMPINAS;BRASIL;SDAM;30/08/2012;2016-04-22
46310;46310;ACIDENTE;ANGRA;DOS;RJ;BRASIL;****;NÃO
46680;46680;INCIDENTE;SANTARÉM;PA;SBSN;31/08/2012;12:10:00;0
46686;46686;INCIDENTE;CAMPINA;GRANDE;BRASIL;SNKB;01/09/2012;NULL
46312;46312;INCIDENTE;CONFINS;MG;SBCF;02/09/2012;10:55:00;0
46342;46342;INCIDENTE;UBATUBA;SP;****;03/09/2012;16:40:00;0
52065;52065;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;03/09/2012;NULL
46311;46311;INCIDENTE;***;PORTO;RS;BRASIL;SSBN;DEFINIR
46520;46520;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
46684;46684;INCIDENTE;SALVADOR;BA;SBSV;06/09/2012;19:45:00;0
46308;46308;ACIDENTE;MIRANDA;MS;****;07/09/2012;19:10:00;0
46418;46418;ACIDENTE;GUIRATINGA;MT;****;07/09/2012;13:30:00;NÃO
52066;52066;INCIDENTE;PRESIDENTE;PRUDENTE;BRASIL;SBDN;08/09/2012;NULL
46306;46306;INCIDENTE;-46.9436111111;JUNDIAÍ;BRASIL;SBJD;09/09/2012;2014-01-08
46309;46309;ACIDENTE;MACAPÁ;AP;****;09/09/2012;21:12:00;NULL
50831;50831;ACIDENTE;ACREÚNA;GO;****;09/09/2012;20:00:00;1
46337;46337;ACIDENTE;ALTO;PARAÍSO;GOIÁS;GO;BRASIL;A-590/CENIPA/2014
46338;46338;ACIDENTE;BALSAS;MA;****;12/09/2012;20:50:00;0
46307;46307;ACIDENTE;GUARULHOS;SP;SBGR;13/09/2012;01:30:00;NULL
46685;46685;INCIDENTE;SALVADOR;BA;SBSV;14/09/2012;20:07:00;0
52067;52067;INCIDENTE;BOA;VISTA;BRASIL;SBBV;14/09/2012;NULL
46358;46358;INCIDENTE;FORTALEZA;CE;SBFZ;15/09/2012;22:44:00;0
46371;46371;INCIDENTE;ITUPEVA;SP;****;15/09/2012;17:30:00;0
46340;46340;INCIDENTE;***;UBERLÂNDIA;BRASIL;SBUL;16/09/2012;RAI
52068;52068;INCIDENTE;JUNDIAÍ;SP;SBJD;16/09/2012;22:03:00;0
46691;46691;INCIDENTE;RIO;GRANDE;BRASIL;****;17/09/2012;NULL
46341;46341;INCIDENTE;BACABAL;MA;****;18/09/2012;10:24:00;0
46359;46359;INCIDENTE;VITÓRIA;ES;SBVT;18/09/2012;17:00:00;0
46362;46362;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;18/09/2012;NULL
46519;46519;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;18/09/2012;NULL
46354;46354;ACIDENTE;ITAMARAJU;BA;****;19/09/2012;23:00:00;A-523/CENIPA/2016
46652;46652;INCIDENTE;VÁRZEA;GRANDE;BRASIL;SBCY;19/09/2012;NULL
46689;46689;INCIDENTE;LONDRINA;PR;SBLO;20/09/2012;18:25:00;0
46373;46373;INCIDENTE;-50.1227777778;PARAUAPEBAS;BRASIL;****;21/09/2012;2014-08-15
46655;46655;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
46356;46356;ACIDENTE;TAPIRAMUTÁ;BA;****;22/09/2012;15:50:00;3
46377;46377;INCIDENTE;RIO;BRANCO;BRASIL;SBRB;22/09/2012;NULL
46378;46378;INCIDENTE;-45.02250000;BARREIRAS;BRASIL;SNDH;22/09/2012;NÃO
46379;46379;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
46523;46523;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;22/09/2012;NULL
46411;46411;ACIDENTE;BELÉM;PA;SBBE;23/09/2012;18:35:00;1
46452;46452;INCIDENTE;LONDRINA;PR;SBLO;23/09/2012;21:26:00;0
46477;46477;INCIDENTE;CRUZEIRO;DO;AC;BRASIL;****;NÃO
46521;46521;INCIDENTE;JUNDIAÍ;SP;SBJD;23/09/2012;13:30:00;0
46368;46368;ACIDENTE;SÃO;PAULO;BRASIL;****;24/09/2012;2014-08-15
46412;46412;ACIDENTE;ILHÉUS;BA;SBIL;24/09/2012;01:55:00;NÃO
46413;46413;ACIDENTE;UBERLÂNDIA;MG;SJPT;24/09/2012;17:00:00;0
46417;46417;ACIDENTE;LONDRINA;PR;SSOK;24/09/2012;17:10:00;0
46419;46419;ACIDENTE;CANTÁ;RR;****;24/09/2012;08:00:00;0
46450;46450;INCIDENTE;-60.3644444444;NOVO;AM;BRASIL;****;SIM
46414;46414;ACIDENTE;UBATUBA;SP;****;25/09/2012;15:00:00;NÃO
46415;46415;ACIDENTE;FOZ;DO;PR;BRASIL;SSHS;SIM
46453;46453;INCIDENTE;NAVEGANTES;SC;SBNF;25/09/2012;13:00:00;0
46478;46478;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
46454;46454;INCIDENTE;BOA;VISTA;BRASIL;SBBV;26/09/2012;NULL
46455;46455;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
46456;46456;INCIDENTE;SALVADOR;BA;SBSV;27/09/2012;22:30:00;0
46416;46416;ACIDENTE;SÃO;BORJA;BRASIL;SSSB;28/09/2012;2013-12-18
46446;46446;INCIDENTE;\t-53.50194444\t;CASCAVEL;BRASIL;SBCA;28/09/2012;2016-06-03
46495;46495;INCIDENTE;CURITIBA;PR;****;28/09/2012;15:00:00;0
46515;46515;INCIDENTE;RECIFE;PE;SBRF;28/09/2012;23:15:00;0
46516;46516;INCIDENTE;BRASÍLIA;DF;****;29/09/2012;20:50:00;0
46517;46517;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;30/09/2012;NULL
46473;46473;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;SBCP;NÃO
46438;46438;INCIDENTE;***;ARTUR;SP;BRASIL;****;SIM
46434;46434;ACIDENTE;JUQUIÁ;SP;****;03/10/2012;11:00:00;3
46439;46439;INCIDENTE;***;PORTO;RS;BRASIL;SSBN;NO
46443;46443;INCIDENTE;-64.7252777778;TEFÉ;BRASIL;SBTF;03/10/2012;2015-05-15
46518;46518;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;03/10/2012;NULL
46695;46695;INCIDENTE;VITÓRIA;ES;SBVT;03/10/2012;19:40:00;0
46479;46479;INCIDENTE;LONDRINA;PR;SBLO;04/10/2012;22:05:00;0
50693;50693;ACIDENTE;GURINHATÃ;MG;****;04/10/2012;18:00:00;0
46474;46474;INCIDENTE;GUARULHOS;SP;SBGR;05/10/2012;19:38:00;0
46476;46476;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
46480;46480;INCIDENTE;GOIÂNIA;GO;SBGO;05/10/2012;17:09:00;0
46445;46445;INCIDENTE;-48.9902777778;CATANDUVA;BRASIL;SDCD;07/10/2012;2014-10-14
46432;46432;ACIDENTE;SANTA;CRUZ;ARARI;PA;BRASIL;A-142/CENIPA/2013
46475;46475;INCIDENTE;CAMPO;GRANDE;BRASIL;SBCG;09/10/2012;NULL
46481;46481;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;09/10/2012;NULL
46433;46433;INCIDENTE;MARICÁ;RJ;****;10/10/2012;20:33:00;0
46449;46449;ACIDENTE;PORTO;ALEGRE;BRASIL;SBPA;10/10/2012;559/CENIPA/2015
46471;46471;INCIDENTE;CARAUARI;AM;SWCA;10/10/2012;15:30:00;0
46472;46472;INCIDENTE;JOÃO;PESSOA;BRASIL;SBJP;10/10/2012;NULL
46448;46448;INCIDENTE;-48.61;CALDAS;GO;BRASIL;****;SIM
46484;46484;INCIDENTE;BRASÍLIA;DF;SBBR;11/10/2012;16:45:00;0
46696;46696;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;****;NÃO
46431;46431;ACIDENTE;CAMPINAS;SP;SBKP;13/10/2012;22:55:00;0
46571;46571;ACIDENTE;LONDRINA;PR;****;13/10/2012;21:40:00;0
46594;46594;INCIDENTE;***;POÇOS;CALDAS;MG;BRASIL;IG-145/CENIPA/2013
46485;46485;INCIDENTE;PORTO;SEGURO;BRASIL;SBPS;14/10/2012;NULL
46486;46486;INCIDENTE;TERESINA;PI;SBTE;14/10/2012;00:09:00;0
50712;50712;ACIDENTE;AMERICANA;SP;SDAI;14/10/2012;20:30:00;0
46613;46613;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;15/10/2012;NULL
46487;46487;INCIDENTE;BRASÍLIA;DF;SBBR;16/10/2012;20:00:00;0
46650;46650;INCIDENTE;CAMPINAS;SP;SBKP;17/10/2012;11:35:00;0
46674;46674;INCIDENTE;RONDONÓPOLIS;MT;SWRD;17/10/2012;20:40:00;0
46581;46581;ACIDENTE;CAMPINA;GRANDE;SUL;PR;BRASIL;NULL
46514;46514;ACIDENTE;CAMPO;GRANDE;BRASIL;****;20/10/2012;RAI
46648;46648;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;20/10/2012;11:12:00;0
46649;46649;INCIDENTE;CAMPINAS;SP;****;20/10/2012;22:43:00;0
46625;46625;INCIDENTE;PALMAS;TO;SBPJ;21/10/2012;16:40:00;0
46577;46577;INCIDENTE;CAMETÁ;PA;****;22/10/2012;18:38:00;0
46513;46513;ACIDENTE;SÃO;SEBASTIÃO;BOA;VISTA;PA;FINALIZADA
46647;46647;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;23/10/2012;NULL
46497;46497;ACIDENTE;PORTO;ALEGRE;BRASIL;SSBN;24/10/2012;2013-12-18
46574;46574;INCIDENTE;BRASÍLIA;DF;SBBR;24/10/2012;22:50:00;NULL
46498;46498;ACIDENTE;SENTO;SÉ;BRASIL;****;25/10/2012;2014-06-02
46512;46512;ACIDENTE;JABOTICABAL;SP;****;25/10/2012;15:00:00;NÃO
46675;46675;INCIDENTE;VITÓRIA;DA;BA;BRASIL;SBQV;NÃO
46676;46676;INCIDENTE;CARLOS;CHAGAS;BRASIL;****;25/10/2012;NULL
52069;52069;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
46698;46698;INCIDENTE;CABO;FRIO;BRASIL;SBCB;26/10/2012;NULL
46499;46499;ACIDENTE;CAMPINA;VERDE;BRASIL;****;27/10/2012;2013-11-13
46624;46624;INCIDENTE;GOIÂNIA;GO;SBGO;27/10/2012;12:00:00;0
46639;46639;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
46677;46677;INCIDENTE;GUARULHOS;SP;SBGR;27/10/2012;21:12:00;0
52070;52070;INCIDENTE;RIO;BRANCO;BRASIL;SBRB;27/10/2012;NULL
46576;46576;INCIDENTE;-42.4880555556;IPATINGA;BRASIL;SBIP;28/10/2012;NULL
46679;46679;INCIDENTE;SANTANA;DO;PA;BRASIL;SNKE;NÃO
46575;46575;INCIDENTE;RECIFE;PE;SBRF;29/10/2012;02:45:00;NULL
46699;46699;INCIDENTE;MACAÉ;RJ;****;29/10/2012;19:10:00;0
46822;46822;INCIDENTE;ROSÁRIO;OESTE;BRASIL;****;29/10/2012;NULL
46496;46496;ACIDENTE;SOROCABA;SP;****;31/10/2012;16:30:00;SIM
46562;46562;ACIDENTE;CANARANA;MT;****;31/10/2012;10:05:00;NÃO
46582;46582;ACIDENTE;CHAPADA;DOS;MT;BRASIL;****;SIM
46597;46597;INCIDENTE;MARABÁ;PA;SBMA;01/11/2012;16:20:00;0
46604;46604;INCIDENTE;BRASÍLIA;DF;SBBR;01/11/2012;18:00:00;0
46563;46563;ACIDENTE;ARUANÃ;GO;****;02/11/2012;12:00:00;1
46572;46572;INCIDENTE;***;CURITIBA;BRASIL;SBBI;02/11/2012;2013-10-21
46589;46589;ACIDENTE;RECIFE;PE;SNEM;02/11/2012;14:30:00;0
46564;46564;ACIDENTE;GOIÂNIA;GO;SBNV;03/11/2012;16:50:00;0
46588;46588;ACIDENTE;BALNEÁRIO;CAMBORIÚ;BRASIL;****;03/11/2012;NULL
46565;46565;ACIDENTE;COTEGIPE;BA;****;04/11/2012;20:00:00;0
46683;46683;INCIDENTE;VITÓRIA;DA;BA;BRASIL;SBQV;NÃO
46566;46566;ACIDENTE;LUZIÂNIA;GO;SWUZ;05/11/2012;11:55:00;NÃO
46573;46573;INCIDENTE;***;SANTO;RS;BRASIL;SBNM;NO
46673;46673;INCIDENTE;MACEIÓ;AL;SBMO;05/11/2012;14:48:00;0
46583;46583;ACIDENTE;ALMIRANTE;TAMANDARÉ;BRASIL;****;06/11/2012;2016-06-03
46567;46567;ACIDENTE;ALFENAS;MG;****;07/11/2012;16:15:00;0
46592;46592;ACIDENTE;QUERÊNCIA;MT;SNGV;07/11/2012;18:00:00;0
46568;46568;ACIDENTE;ALEGRETE;RS;****;08/11/2012;11:00:00;0
46569;46569;ACIDENTE;ALTÔNIA;PR;****;08/11/2012;19:00:00;0
46584;46584;ACIDENTE;ARAPUTANGA;MT;SWYH;08/11/2012;12:10:00;0
46694;46694;INCIDENTE;MONTES;CLAROS;BRASIL;****;09/11/2012;NULL
46713;46713;INCIDENTE;GOIÂNIA;GO;SBGO;09/11/2012;11:48:00;0
46570;46570;ACIDENTE;SÃO;PAULO;BRASIL;SBSP;11/11/2012;2014-06-02
52071;52071;INCIDENTE;MACAÉ;RJ;****;11/11/2012;18:00:00;0
46651;46651;INCIDENTE;CURITIBA;PR;****;12/11/2012;18:50:00;0
46585;46585;ACIDENTE;BAGÉ;RS;SIBK;13/11/2012;18:30:00;1
46598;46598;INCIDENTE;PELOTAS;RS;SBPK;13/11/2012;12:00:00;0
46633;46633;ACIDENTE;ABADIA;DE;GO;BRASIL;****;NÃO
46586;46586;ACIDENTE;URUAÇU;GO;****;16/11/2012;11:50:00;NÃO
46605;46605;INCIDENTE;CAMPO;GRANDE;BRASIL;SBCG;17/11/2012;NULL
46614;46614;INCIDENTE;BRASÍLIA;DF;SBBR;18/11/2012;22:41:00;0
46587;46587;ACIDENTE;CAMPO;GRANDE;BRASIL;SBCG;19/11/2012;2021-12-30
46599;46599;INCIDENTE;AGUDOS;SP;****;19/11/2012;16:57:00;0
46606;46606;INCIDENTE;VÁRZEA;GRANDE;BRASIL;SBCY;19/11/2012;NULL
46687;46687;INCIDENTE;PELOTAS;RS;SBPK;19/11/2012;11:55:00;0
46692;46692;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;****;NÃO
46600;46600;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;20/11/2012;NULL
46616;46616;INCIDENTE;VITÓRIA;ES;SBVT;20/11/2012;10:34:00;0
46591;46591;ACIDENTE;RIO;DE;RJ;BRASIL;****;SIM
46618;46618;INCIDENTE;BRASÍLIA;DF;SBBR;21/11/2012;18:31:00;0
46629;46629;INCIDENTE;ALIANÇA;DO;TO;BRASIL;****;NÃO
46693;46693;INCIDENTE;RIO;LARGO;BRASIL;****;21/11/2012;NULL
46590;46590;ACIDENTE;MARICÁ;RJ;SDMC;22/11/2012;11:45:00;0
46615;46615;INCIDENTE;SÃO;LUÍS;BRASIL;SBSL;22/11/2012;NULL
46593;46593;ACIDENTE;AMERICANA;SP;SDAI;23/11/2012;21:00:00;0
46602;46602;INCIDENTE;PINHEIRO;MA;SNYE;23/11/2012;20:55:00;0
46612;46612;ACIDENTE;CAMPINA;GRANDE;BRASIL;****;23/11/2012;NULL
46617;46617;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;23/11/2012;NULL
46603;46603;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;24/11/2012;NULL
46714;46714;INCIDENTE;CURITIBA;PR;SBBI;25/11/2012;19:33:00;0
46628;46628;INCIDENTE;GOIÂNIA;GO;SBGO;26/11/2012;15:05:00;0
46715;46715;INCIDENTE;LONDRINA;PR;SBLO;26/11/2012;17:48:00;0
46716;46716;INCIDENTE;CAMPINAS;SP;SBKP;27/11/2012;00:11:00;0
46723;46723;INCIDENTE;LONDRINA;PR;SBLO;27/11/2012;17:31:00;0
52072;52072;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;27/11/2012;NULL
46601;46601;INCIDENTE;CAMPINAS;SP;SBKP;28/11/2012;07:15:00;0
46626;46626;INCIDENTE;ITAJUBÁ;MG;SNHH;29/11/2012;19:32:00;0
46627;46627;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;29/11/2012;NULL
46710;46710;ACIDENTE;VILA;VELHA;BRASIL;****;29/11/2012;NULL
46717;46717;INCIDENTE;LONDRINA;PR;SBLO;29/11/2012;23:35:00;0
46758;46758;INCIDENTE;MANAUS;AM;SBEG;29/11/2012;18:20:00;0
46630;46630;ACIDENTE;JAÚ;SP;SDMV;01/12/2012;20:30:00;0
46640;46640;INCIDENTE;PALMAS;TO;SBPJ;01/12/2012;04:00:00;0
46718;46718;INCIDENTE;FORTALEZA;CE;****;01/12/2012;16:33:00;0
46638;46638;INCIDENTE;MANAUS;AM;SBEG;02/12/2012;15:00:00;0
46707;46707;INCIDENTE;GOIÂNIA;GO;SBGO;02/12/2012;16:01:00;0
46719;46719;INCIDENTE;CONFINS;MG;SBCF;02/12/2012;13:55:00;0
46720;46720;INCIDENTE;GOIÂNIA;GO;SBGO;04/12/2012;10:30:00;0
46706;46706;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;SIM
46748;46748;ACIDENTE;JUSCIMEIRA;MT;****;05/12/2012;12:30:00;0
46708;46708;ACIDENTE;ITAQUI;RS;****;06/12/2012;16:30:00;0
46712;46712;INCIDENTE;-48.4588888889;BELÉM;BRASIL;SBJC;06/12/2012;2014-10-10
46721;46721;INCIDENTE;GUARULHOS;SP;SBGR;06/12/2012;18:20:00;0
46747;46747;ACIDENTE;SORRISO;MT;****;06/12/2012;20:00:00;1
46735;46735;ACIDENTE;POCONÉ;MT;****;07/12/2012;20:00:00;NÃO
46746;46746;ACIDENTE;PRIMAVERA;DO;MT;BRASIL;SWPY;SIM
46765;46765;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
46722;46722;INCIDENTE;JUNDIAÍ;SP;SBJD;08/12/2012;10:20:00;0
46845;46845;ACIDENTE;FELIXLÂNDIA;MG;****;08/12/2012;19:56:00;0
46703;46703;ACIDENTE;OLIVEIRA;MG;****;10/12/2012;18:50:00;0
46752;46752;ACIDENTE;SANTA;VITÓRIA;PALMAR;RS;BRASIL;A-154/CENIPA/2013
46766;46766;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
46789;46789;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;10/12/2012;NULL
46702;46702;ACIDENTE;GOIÂNIA;GO;SBNV;11/12/2012;17:00:00;NÃO
46704;46704;ACIDENTE;IBIÁ;MG;****;12/12/2012;18:00:00;0
46705;46705;INCIDENTE;-43.3861111111;JUIZ;FORA;MG;BRASIL;IG-157/CENIPA/2013
46754;46754;INCIDENTE;***;SOURE;BRASIL;SNSW;12/12/2012;3/SI/2071
46790;46790;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;12/12/2012;NULL
46751;46751;ACIDENTE;URUGUAIANA;RS;SJDU;13/12/2012;22:00:00;2
